k,genotype,consensus,classes,periods,transients,p_state,p_pop
2,A>~.req~|B>B.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.req~|B>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|A>~.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,2;3;2,False,False
2,A>~.self|A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.self|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>A.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>B.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.self|B>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.writeA|A>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeA|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.writeA|B>A.reqA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>A.reqB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>A.req~,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>A.self,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>A.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>A.writeB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>A.write~,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.reqA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.reqB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.req~,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.self,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.writeB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>B.write~,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.reqA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.reqB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.req~,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.self,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.writeA,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.writeB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeA|B>~.write~,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,0;0;0,True,False
2,A>~.writeB|A>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.writeB|B>A.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeB|B>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeB|B>A.req~,POP_OSC,POP_OSC;POP_OSC;POP_OSC,12;12;12,0;0;0,True,True
2,A>~.writeB|B>A.self,POP_OSC,POP_OSC;POP_OSC;POP_OSC,12;12;12,0;0;0,True,True
2,A>~.writeB|B>A.writeA,APERIODIC,APERIODIC;APERIODIC;APERIODIC,None;None;None,None;None;None,False,False
2,A>~.writeB|B>A.writeB,APERIODIC,APERIODIC;APERIODIC;APERIODIC,None;None;None,None;None;None,False,False
2,A>~.writeB|B>A.write~,POP_OSC,POP_OSC;POP_OSC;POP_OSC,12;12;12,0;0;0,True,True
2,A>~.writeB|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeB|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeB|B>B.req~,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>~.writeB|B>B.self,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>~.writeB|B>B.writeA,"MIXED:APERIODICx2,POP_OSCx1",POP_OSC;APERIODIC;APERIODIC,2;None;None,196;None;None,False,False
2,A>~.writeB|B>B.writeB,FIXED,FIXED;FIXED;FIXED,1;1;1,10;21;20,False,False
2,A>~.writeB|B>B.write~,FIXED,FIXED;FIXED;FIXED,1;1;1,1;1;1,False,False
2,A>~.writeB|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeB|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,1;1;1,False,False
2,A>~.writeB|B>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,2;2;2,False,False
2,A>~.writeB|B>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,2;2;2,False,False
2,A>~.writeB|B>~.writeA,POP_OSC,POP_OSC;POP_OSC;POP_OSC,6;6;6,0;0;0,True,True
2,A>~.writeB|B>~.writeB,TRANSLATION,TRANSLATION;TRANSLATION;TRANSLATION,6;6;6,1;1;1,True,False
2,A>~.writeB|B>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,2;2;2,False,False
2,A>~.write~|B>A.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>A.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>A.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>A.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>A.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>A.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>A.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>B.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.reqA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.reqB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.req~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.self,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.writeA,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.writeB,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,A>~.write~|B>~.write~,ABSORBED_EMPTY,ABSORBED_EMPTY;ABSORBED_EMPTY;ABSORBED_EMPTY,None;None;None,1;1;1,False,False
2,B>A.reqA|B>A.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>A.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>A.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqA|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>A.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>A.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.reqB|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>A.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.req~|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>A.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>A.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>B.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.reqA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.reqB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.req~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.self,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.writeA,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.self|B>~.write~,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
2,B>A.writeA|B>A.writeB,ABSORBED_FROZEN,ABSORBED_FROZEN;ABSORBED_FROZEN;ABSORBED_FROZEN,None;None;None,0;0;0,False,False
