k,genotype,pre,outcome,round_classes,fixed_identical,repair_static,repair_dyn
2,A>A.reqwrite~~|A>~.write~,ABSORBED_EMPTY/pNone,PRE_FAIL,,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwrite~A,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwrite~B,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.req~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.writeA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.writeB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>A.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwrite~A,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwrite~B,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.req~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.writeA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.writeB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>B.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwrite~A,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwrite~B,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.req~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.writeA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.writeB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.reqwrite~~|B>~.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwrite~A,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwrite~B,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>A.writeA,FIXED/p1,REPAIR,FIXED/p1;FIXED/p1;FIXED/p1;FIXED/p1;FIXED/p1;FIXED/p1;FIXED/p1;FIXED/p1;FIXED/p1,True;True;True,True,False
2,A>A.req~|A>A.writeB,FIXED/p1,DIED,FIXED/p1;FIXED/p1;ABSORBED_FROZEN/pNone;FIXED/p1;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone,False;False;None,False,False
2,A>A.req~|A>A.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwrite~A,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone;ABSORBED_FROZEN/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwrite~B,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.reqwrite~~,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.req~,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.self,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.writeA,TRANSLATION/p6,"MIXED:DIEDx1,REPAIRx2",TRANSLATION/p6;TRANSLATION/p6;TRANSLATION/p6;TRANSLATION/p6;TRANSLATION/p6;TRANSLATION/p6;TRANSLATION/p6;TRANSLATION/p6;ABSORBED_FROZEN/pNone,None;None;None,False,False
2,A>A.req~|A>B.writeB,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone;ABSORBED_FROZEN/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>B.write~,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwrite~A,"MIXED:APERIODIC/pNonex1,FIXED/p1x2","MIXED:DIEDx2,PRE_FAILx1",ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwrite~B,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.reqwrite~~,ABSORBED_EMPTY/pNone,PRE_FAIL,,None;None;None,False,False
2,A>A.req~|A>~.req~,ABSORBED_EMPTY/pNone,PRE_FAIL,,None;None;None,False,False
2,A>A.req~|A>~.self,ABSORBED_EMPTY/pNone,PRE_FAIL,,None;None;None,False,False
2,A>A.req~|A>~.writeA,"MIXED:APERIODIC/pNonex1,FIXED/p1x2","MIXED:DIEDx2,PRE_FAILx1",ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.writeB,ABSORBED_FROZEN/pNone,PRE_FAIL,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|A>~.write~,ABSORBED_EMPTY/pNone,PRE_FAIL,,None;None;None,False,False
2,A>A.req~|B>A.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwrite~A,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwrite~B,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.req~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.writeA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.writeB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>A.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwrite~A,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwrite~B,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.req~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.writeA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.writeB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>B.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwriteAA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwriteAB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwriteA~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwriteBA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwriteBB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwriteB~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwrite~A,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwrite~B,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.reqwrite~~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.req~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.self,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.writeA,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.writeB,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
2,A>A.req~|B>~.write~,FIXED/p1,DIED,ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone;ABSORBED_EMPTY/pNone,None;None;None,False,False
